oppId,updateId,findingBlock,pathId,amountIn,predictedNetProfit,predictedGrossProfit,predictedGas,txHash,internalError,executionTime
ec155d09385124ddf9347f998df299a2,49493bc0f4ac90e010fed80281c785ee,1098408,I04614,1421715975666248581,444288627289868320,532488627289868320,392000,0x4f3c713386c23540c7e41b4bc179a9664d4e878c5b3d1a1dd636454227421820,,6096
b76cf018d695bf90a49a54fd41751a85,0d4bf019f8d71d949b277d6e112d041c,1098534,I04196,68819479272924165273,1108306842398926613,1196506842398926613,392000,0xfef4d1bdda40d9157486c93a6ff0d49e786b0efa4e31c02b4f5cf84c9cef9b2f,,2961
da83116cff7d7d5e4b0b908504af9c12,b0a88b1cfd0fb096dd38ee3b742916f7,1098376,I00726,34381365475128697646,166417561949421684,227617561949421684,272000,0x984916132e9300df37f5ee035b0f910625030f68ea4dcfa68e262f5a7c6b2bbf,,3081
aab3f077ac50af0d765b4178ed71e694,e02df6e28658703243c41fea1e4b9bdb,1098594,I04614,1419985813158735203,442993384509553614,531193384509553614,392000,0xf951bfe021931596884039bf99d3220094347ed01f3f70d62b1d77a27f5c0623,,4328
66175c19d2287791cbb6e4e3308f8a6a,7cff8ff9ee3ee99f04330cef15d1cc47,1098676,I02142,1533104065467547826455,63242615377960045928,63330815377960045928,392000,0x424519c37fbb00376d36aef7da6df7b5222decd23b2b4277a1ba03b2747b0af6,,3949
d1a805f0a5521095726669c4e72f71c8,f263c427ebdbcb4d63646ee274a29679,1098688,I04659,33283788526125425289,495430648569148385,583630648569148385,392000,0x2eafc9b6f1d7ac7f824274748e880c1aa8c772cd04a5fcf2c480046198078f40,,6041
a6af02451b7d7c78fb0bf05f8f658ef2,65b77e1f3659e9de571c498fca84b44a,1098680,I04699,83712579106164850613,3517304813830290999,3605504813830290999,392000,0x5c903f18fe2f5101e722b7e6833cc649e4efa646f8dd26a0d5d26b3a7c45249b,,2735
9a55168144b80ea66d57c8df8db5fdfd,7c41acac851eb5824eb8c5262739b1df,1098712,I04616,1229131146724860715,310342852859534500,398542852859534500,392000,0xf4327dc5051f6a795e49ee300cba26a651ac9f9b9a858e0dd1e70227ba0ed3ad,,3580
a76d9f181841f5b99439dbe06b380fe0,9c1ab42fef6961e9ba54c667220cbdf3,1100674,I02142,215347243760013661547,1105777707271141209,1193977707271141209,392000,,Tx submission timeout reached,
69947ff634491e655326c46920a38723,a03ef29c3f3f8d4294486a574b850ddc,1098706,I02185,35768660117747420460,1001586417504338985,1089786417504338985,392000,0x72bac2f4629453d2d11bce651455aab356a6644a2bb515a2cde56c8736756ce8,,6541
b6af57ee65fcf9917ed72f2aa90214a9,dee2981f79f2de07fdcd8ea0bacb16ab,1098762,I04614,1222477560881247841,305500695848618977,393700695848618977,392000,0x680fd77a7a872b43821c19f413b3263973c866ce3388c09df4ebf735922fe5bf,,8647
6c31762017eb20afdd2b75eefd85127f,dc4fc2a8dd6d6675c062d470970d829a,1098728,I04614,1216962344723578877,301956335782056086,390156335782056086,392000,0xccaff337c414a9e81b5ab293ba9dd24e4768ad2eee0369ff7dbf740926cd8270,,5772
d07b9c740c3394782c155f8f6fcac50d,1e26aee1e839d675a4f3d4584e42d229,1098688,I03433,159628171052898797099,5282547574746119830,5370747574746119830,392000,0xb4663e3091336a3ce78dc960be7f33921f021077ec6de61985d241b7c63da6d3,,5070
5f9a9874b4d2aaed993cdc7b5856ef5f,1bfddd29d378e7483e2d2b8e66843a66,1098766,I02149,47402939093044446357,310837476119752502,399037476119752502,392000,0x7c3b0ba05e5e776fc7835ab69c6162be86dfad9a37c3f3b3b48b0acf18817273,,934
b6098bba761a9030efbaf66dc2919bc5,9b7a6ccb1bfca82a1236f689947b3b4a,1098976,I03433,189643412609839227675,7186875311565749136,7275075311565749136,392000,0x403c3eca6b0df620fb216afd306cb967007c8011887406a556cb9c509fd12a0c,,2989
47b8a5046f82f9240914e1d57b223648,1aa6fb4f8e0dd2bd7ed3b3248cbc2a9e,1098984,I03629,60529570446424816266,742129383434203416,830329383434203416,392000,0xd7cedd3b1070e54dcced70a8825aa398c6072afb348b06b6ae9adca8cfea18a5,,3006
fca1664c4853610bad8d00e9053d2a31,91ed45b1d0f06829791ad84c183f599d,1099052,I04614,1231652268998617867,311432338368925833,399632338368925833,392000,0x27dc77edaebf73cf9bbc393558ff83cd5e1aa21f63dc6277366c1531fe8ae838,,9944
e5aa305226678308405dd990fcd7dfb9,838aa3615663f18f777bd72a28c5861f,1099070,I04616,1229133433282817269,310343594270517097,398543594270517097,392000,0x1ceed92d5d7fd47497ad6ec115067c09dd088b3cba4548594a9bd6f86ee0b1ee,,4640
1d979e7f8adb965414e5a95355c5c4f4,4a6a48e72a072a4896765c1856c04a6f,1099164,I03731,24319100528755997532,66019269771663353,154219269771663353,392000,0x2c0f508bdb01d7c7e82f9e274b93c00393ea674b3721d9ba741e858dd769734b,,7224
14c677d293cdd55a9209595af9e96bb1,fb118437f2b1af48dccb78007aa3fa04,1101432,I04212,27074574342383757969,62351186803698259,123551186803698259,272000,,Tx submission timeout reached,
e0b17a0e20f745e4ece923515db747a6,19305ea88910bb2ec139e7fbd23b4abe,1099252,I04614,1231276087275844932,311188256362076390,399388256362076390,392000,0x017e8f80219f7bf68bb1afe500aae794cf9a6feccf845ee745244bc83afb2d06,,6780
335e067a42bb527ad8c9c745bd18d849,0000bacd1e19a7d01720d3451349083d,1099260,I01691,34428013145481225566,946706518765966081,1034906518765966081,392000,0x793b3f09f0eff10103cce3ea5bb93447b0549c4738591b15b8e1eafd22613a8c,,2430
0d0d3a9426ae6806d04a807a357d49a3,33cf937b83b5728f75750113646da2e6,1099500,I04614,1232320794134034240,311866286940690341,400066286940690341,392000,0xa2f305c50df32e7094d68a4389229e905150d66ba5a8d23617641f473429f7c3,,9227
3511c8c059e05204761b47da6c625f44,1a07a5c5fd9e10d7a1a84b42bf96f707,1099348,I04614,1232121641586639585,311736989563649515,399936989563649515,392000,0x8cfcf0dfb5a23862205950d689af17e59cd06e517dcfe697da15d6602613f809,,6000
1eb89d0f4eb0a05075fe15ccae8ea6bf,c72805d220d5cf2f16f2a8af9989c181,1099540,I03730,85794203824586618966,1015208531882232230,1076408531882232230,272000,0x595ba5f898d62e1bb1eed0e2816d7850a2e7d5f7c1b8b4df1ce1c32f69faf641,,1203
5eba9199a838f034bdfdf26b9aa4474c,03fe070484887133f993e9df65947340,1101718,I03433,310186357773400859489,18471597194245913720,18559797194245913720,392000,,Tx submission timeout reached,
8b395ba3bbd4a57b362555b8487c9574,35a4093400a2cdb2fbebc53d7be5ffc4,1102280,I03730,51532825352102676611,306301080900738960,367501080900738960,272000,,Tx submission timeout reached,
26906a5bcb242153cfdcfff1c97ea635,6b67b5e6cfcc1c885eb3580b0358dbc8,1102426,I00263,2305661082349232328,119891904386170675,208091904386170675,392000,,Tx submission timeout reached,
6b69a4af6b1aeead027f6378cc03ec72,9fb86237d090ad3ff83d285b095e4c0d,1102482,I03626,42589081521669339531,240606546740716458,328806546740716458,392000,,Tx submission timeout reached,
e5b2d9609ca744008dc38ad160abd888,b991a34905d19da91379aee41fbac762,1103456,I03508,5104040035347013125,81684354487768363,169884354487768363,392000,,Tx submission timeout reached,
